Player,Salary,Year,Tm
Draymond Green,16400000,2018,GSW
Andre Iguodala,14814815,2018,GSW
Shaun Livingston,7692308,2018,GSW
Nick Young,5192000,2018,GSW
Zaza Pachulia,3477600,2018,GSW
David West,2328652,2018,GSW
JaVale McGee,2116955,2018,GSW
Omri Casspi,2106470,2018,GSW
Kevon Looney,1471382,2018,GSW
Patrick McCaw,1312611,2018,GSW
Damian Jones,1312611,2018,GSW
Jason Thompson,945126,2018,GSW
Jordan Bell,815615,2018,GSW
Hakeem Olajuwon,14302001,2000,HOU
Charles Barkley,9000000,2000,HOU
Walt Williams,3750000,2000,HOU
Stacey Augmon,3450000,2000,HOU
Steve Francis,3020520,2000,HOU
Don MacLean,2800000,2000,HOU
Carlos Rogers,2100000,2000,HOU
Matt Maloney,2081250,2000,HOU
Shandon Anderson,2000000,2000,HOU
Matt Bullard,1333333,2000,HOU
Kelvin Cato,1299000,2000,HOU
Tony Massenburg,1150000,2000,HOU
Bryce Drew,1105560,2000,HOU
Brian Shaw,1100000,2000,HOU
Eddie Johnson,1000000,2000,HOU
Ed Gray,941040,2000,HOU
Kenny Thomas,823440,2000,HOU
Thomas Hamilton,510000,2000,HOU
Cuttino Mobley,385000,2000,HOU
Devin Gray,88223,2000,HOU
Anthony Miller,30000,2000,HOU
Hakeem Olajuwon,16700000,2001,HOU
Kelvin Cato,5330000,2001,HOU
Walt Williams,4250000,2001,HOU
Cuttino Mobley,3920000,2001,HOU
Steve Francis,3246960,2001,HOU
Don MacLean,2380000,2001,HOU
Maurice Taylor,2250000,2001,HOU
Carlos Rogers,2200000,2001,HOU
Shandon Anderson,2200000,2001,HOU
Matt Bullard,2100000,2001,HOU
Matt Maloney,1790000,2001,HOU
Jason Collier,1190760,2001,HOU
Kenny Thomas,885120,2001,HOU
Moochie Norris,523500,2001,HOU
Dan Langhi,316969,2001,HOU
Glen Rice,8800000,2002,HOU
Maurice Taylor,6500000,2002,HOU
Kelvin Cato,6048000,2002,HOU
Walt Williams,5000000,2002,HOU
Cuttino Mobley,4413375,2002,HOU
Moochie Norris,3600000,2002,HOU
Steve Francis,3473520,2002,HOU
Kevin Willis,3000000,2002,HOU
Matt Maloney,2543750,2002,HOU
Eddie Griffin,2011080,2002,HOU
Jason Collier,1280040,2002,HOU
Kenny Thomas,946920,2002,HOU
Dan Langhi,465850,2002,HOU
Terence Morris,420000,2002,HOU
Tierre Brown,332817,2002,HOU
Oscar Torres,332817,2002,HOU
Steve Francis,10960000,2004,HOU
Maurice Taylor,7800000,2004,HOU
Kelvin Cato,7344000,2004,HOU
Clarence Weatherspoon,5445600,2004,HOU
Cuttino Mobley,5394125,2004,HOU
Yao Ming,4147560,2004,HOU
Matt Maloney,3006260,2004,HOU
Eric Piatkowski,2500000,2004,HOU
Eddie Griffin,2312760,2004,HOU
Jim Jackson,2200000,2004,HOU
Bostjan Nachbar,1396440,2004,HOU
Adrian Griffin,751179,2004,HOU
Scott Padgett,688679,2004,HOU
Mike Wilks,638679,2004,HOU
Alton Ford,586082,2004,HOU
Ben Davis,176369,2004,HOU
Torraye Braggs,53697,2004,HOU
Tracy McGrady,14487000,2005,HOU
Maurice Taylor,8450000,2005,HOU
Clarence Weatherspoon,5899400,2005,HOU
Juwan Howard,5408700,2005,HOU
Dikembe Mutombo,4496434,2005,HOU
Yao Ming,4436880,2005,HOU
Matt Maloney,3237500,2005,HOU
Bob Sura,3200000,2005,HOU
Jim Jackson,2420000,2005,HOU
Charlie Ward,1700000,2005,HOU
Tyronn Lue,1600000,2005,HOU
Bostjan Nachbar,1493880,2005,HOU
Reece Gaines,1454640,2005,HOU
Scott Padgett,807546,2005,HOU
Ryan Bowen,807046,2005,HOU
Andre Barrett,385277,2005,HOU
Tracy McGrady,15694250,2006,HOU
Clarence Weatherspoon,6353200,2006,HOU
Juwan Howard,5900400,2006,HOU
Yao Ming,5594906,2006,HOU
David Wesley,5070000,2006,HOU
Stromile Swift,5000000,2006,HOU
Moochie Norris,4200000,2006,HOU
Rafer Alston,3850000,2006,HOU
Vin Baker,3850000,2006,HOU
Bob Sura,3520000,2006,HOU
Dikembe Mutombo,2000000,2006,HOU
Charlie Ward,1870000,2006,HOU
Jon Barry,1800000,2006,HOU
Derek Anderson,1670000,2006,HOU
Luther Head,975600,2006,HOU
Ryan Bowen,900498,2006,HOU
Lonny Baxter,745248,2006,HOU
Dion Glover,163085,2006,HOU
Stephen Graham,48630,2006,HOU
John Lucas,34041,2006,HOU
Josh Davis,17546,2006,HOU
Tracy McGrady,16901500,2007,HOU
Yao Ming,12455000,2007,HOU
Juwan Howard,6392100,2007,HOU
Shane Battier,5393300,2007,HOU
Rafer Alston,4200000,2007,HOU
Bob Sura,3840000,2007,HOU
Jake Tsakalidis,2900000,2007,HOU
Dikembe Mutombo,2210000,2007,HOU
Bonzi Wells,2115000,2007,HOU
Vassilis Spanoulis,1800000,2007,HOU
Kirk Snyder,1537440,2007,HOU
Luther Head,1048800,2007,HOU
Ryan Bowen,998967,2007,HOU
John Lucas,700000,2007,HOU
Chuck Hayes,664209,2007,HOU
Steve Novak,600000,2007,HOU
Kelenna Azubuike,50000,2007,HOU
Casey Jacobsen,31250,2007,HOU
Tracy McGrady,20370437,2009,HOU
Yao Ming,15070550,2009,HOU
Metta World Peace,7400000,2009,HOU
Shane Battier,6448900,2009,HOU
Brian Cook,3500000,2009,HOU
Luis Scola,3100667,2009,HOU
Carl Landry,3000000,2009,HOU
Jackie Butler,2552000,2009,HOU
Luther Head,1962378,2009,HOU
Brent Barry,1910000,2009,HOU
Chuck Hayes,1768000,2009,HOU
Justin Reed,1573000,2009,HOU
Kyle Lowry,1163520,2009,HOU
Aaron Brooks,1045560,2009,HOU
Von Wafer,826269,2009,HOU
Joey Dorsey,816500,2009,HOU
Dikembe Mutombo,794491,2009,HOU
Yao Ming,16378325,2010,HOU
Kevin Martin,10180170,2010,HOU
Shane Battier,6864200,2010,HOU
Jared Jeffries,6466600,2010,HOU
Trevor Ariza,5854000,2010,HOU
Brian Cook,3500000,2010,HOU
Luis Scola,3375600,2010,HOU
Hilton Armstrong,2801198,2010,HOU
Jordan Hill,2483280,2010,HOU
David Andersen,2300000,2010,HOU
Chuck Hayes,2111750,2010,HOU
Brent Barry,2062800,2010,HOU
Kyle Lowry,2034997,2010,HOU
Aaron Brooks,1118520,2010,HOU
Jermaine Taylor,725000,2010,HOU
Chase Budinger,457588,2010,HOU
Pops Mensah-Bonsu,87406,2010,HOU
Mike Harris,64978,2010,HOU
Will Conroy,48559,2010,HOU
Yao Ming,17686100,2011,HOU
Kevin Martin,11100005,2011,HOU
Luis Scola,7775378,2011,HOU
Jared Jeffries,6883800,2011,HOU
Kyle Lowry,5750000,2011,HOU
Hasheem Thabeet,4793280,2011,HOU
Brad Miller,4400000,2011,HOU
Jordan Hill,2669520,2011,HOU
Terrence Williams,2214480,2011,HOU
Chuck Hayes,1972500,2011,HOU
Goran Dragic,1972000,2011,HOU
Patrick Patterson,1823280,2011,HOU
Courtney Lee,1409040,2011,HOU
DeMarre Carroll,1085400,2011,HOU
Chase Budinger,780871,2011,HOU
Kevin Martin,11519840,2012,HOU
Luis Scola,8591793,2012,HOU
Samuel Dalembert,7000000,2012,HOU
Kyle Lowry,5750000,2012,HOU
Hasheem Thabeet,5127720,2012,HOU
Jonny Flynn,3414720,2012,HOU
Jordan Hill,2855760,2012,HOU
Terrence Williams,2369040,2012,HOU
Courtney Lee,2225093,2012,HOU
Goran Dragic,2108000,2012,HOU
Patrick Patterson,1959960,2012,HOU
Marcus Morris,1823280,2012,HOU
Chase Budinger,854389,2012,HOU
Chandler Parsons,850000,2012,HOU
Greg Smith,301733,2012,HOU
Jeff Adrien,270427,2012,HOU
Dwight Howard,20513178,2014,HOU
James Harden,13701250,2014,HOU
Jeremy Lin,8374646,2014,HOU
Omer Asik,8374646,2014,HOU
Terrence Jones,1551840,2014,HOU
Donatas Motiejunas,1422720,2014,HOU
Marcus Camby,1399507,2014,HOU
Francisco Garcia,1265977,2014,HOU
Ronnie Brewer,1186459,2014,HOU
Aaron Brooks,1027424,2014,HOU
Omri Casspi,947907,2014,HOU
Reggie Williams,947907,2014,HOU
Chandler Parsons,926500,2014,HOU
Greg Smith,884293,2014,HOU
Patrick Beverley,788872,2014,HOU
Tyler Honeycutt,100000,2014,HOU
Dwight Howard,21436271,2015,HOU
James Harden,14728844,2015,HOU
Trevor Ariza,8579089,2015,HOU
Luis Scola,6541000,2015,HOU
Luis Scola,6172538,2015,HOU
Jason Terry,5850313,2015,HOU
Kostas Papanikolaou,4800000,2015,HOU
Corey Brewer,4702500,2015,HOU
Josh Smith,2077000,2015,HOU
Pablo Prigioni,1662961,2015,HOU
Terrence Jones,1618680,2015,HOU
Donatas Motiejunas,1483920,2015,HOU
Francisco Garcia,1316809,2015,HOU
Clint Capela,1189200,2015,HOU
Ish Smith,981084,2015,HOU
Jeff Adrien,981084,2015,HOU
Joey Dorsey,948163,2015,HOU
Patrick Beverley,915243,2015,HOU
Nick Johnson,507336,2015,HOU
K.J. McDaniels,507336,2015,HOU
Robert Covington,150000,2015,HOU
Akil Mitchell,150000,2015,HOU
Dwight Howard,22359364,2016,HOU
James Harden,15756438,2016,HOU
Ty Lawson,12404495,2016,HOU
Corey Brewer,8200000,2016,HOU
Trevor Ariza,8193030,2016,HOU
Patrick Beverley,6500000,2016,HOU
K.J. McDaniels,3333333,2016,HOU
Terrence Jones,2489530,2016,HOU
Donatas Motiejunas,2288205,2016,HOU
Sam Dekker,1646400,2016,HOU
Jason Terry,1499187,2016,HOU
Josh Smith,1499000,2016,HOU
Clint Capela,1242720,2016,HOU
Marcus Thornton,1186000,2016,HOU
Montrezl Harrell,1000000,2016,HOU
Michael Beasley,306527,2016,HOU
Andrew Goudelock,200600,2016,HOU
Chuck Hayes,83583,2016,HOU
James Harden,26540100,2017,HOU
Ryan Anderson,18735364,2017,HOU
Eric Gordon,12385364,2017,HOU
Trevor Ariza,7806971,2017,HOU
Lou Williams,7000000,2017,HOU
Patrick Beverley,6000000,2017,HOU
Nene Hilario,2898000,2017,HOU
Sam Dekker,1720560,2017,HOU
Marcelo Huertas,1500000,2017,HOU
Clint Capela,1296240,2017,HOU
Pablo Prigioni,1050961,2017,HOU
Montrezl Harrell,1045000,2017,HOU
Bobby Brown,934293,2017,HOU
Chinanu Onuaku,543471,2017,HOU
Gary Payton,543471,2017,HOU
Isaiah Taylor,305000,2017,HOU
Troy Williams,181969,2017,HOU
P.J. Hairston,11534,2017,HOU
James Harden,28299399,2018,HOU
Chris Paul,24599495,2018,HOU
Ryan Anderson,19578455,2018,HOU
Eric Gordon,12943020,2018,HOU
P.J. Tucker,7590035,2018,HOU
Trevor Ariza,7420912,2018,HOU
Nene Hilario,3477600,2018,HOU
Tarik Black,3290000,2018,HOU
Clint Capela,2334520,2018,HOU
Luc Mbah a Moute,2116955,2018,HOU
Bobby Brown,1524305,2018,HOU
Troy Williams,1471382,2018,HOU
Chinanu Onuaku,1312611,2018,HOU
Zhou Qi,815615,2018,HOU
Cameron Oliver,300000,2018,HOU
Isaiah Canaan,53465,2018,HOU
Chris Johnson,25000,2018,HOU
Reggie Miller,10670000,2001,IND
Jalen Rose,9660000,2001,IND
Jermaine O\'Neal,5710000,2001,IND
Derrick McKey,5400000,2001,IND
Austin Croshere,5300000,2001,IND
Chris Mullin,3650000,2001,IND
Travis Best,3500000,2001,IND
Jonathan Bender,2380680,2001,IND
Sam Perkins,2250000,2001,IND
Joe Kleine,1200000,2001,IND
Zan Tabak,1200000,2001,IND
Terry Mills,1000000,2001,IND
Jeff Foster,922080,2001,IND
Al Harrington,797880,2001,IND
Tyus Edney,523500,2001,IND
Bruno Sundov,498500,2001,IND
Lari Ketner,423500,2001,IND
Reggie Miller,12045075,2002,IND
Jalen Rose,10865250,2002,IND
Jermaine O\'Neal,6325000,2002,IND
Austin Croshere,6310000,2002,IND
Derrick McKey,6000000,2002,IND
Travis Best,3375000,2002,IND
Jonathan Bender,2546760,2002,IND
Al Harrington,1436982,2002,IND
Jeff Foster,986400,2002,IND
Carlos Rogers,778350,2002,IND
Primoz Brezec,749160,2002,IND
Jamaal Tinsley,749160,2002,IND
Bruno Sundov,565850,2002,IND
Jamison Brewer,332817,2002,IND
Norm Richardson,332817,2002,IND
Reggie Miller,12046473,2003,IND
Austin Croshere,6960000,2003,IND
Jermaine O\'Neal,6900000,2003,IND
Ron Mercer,6750000,2003,IND
Al Harrington,5060000,2003,IND
Brad Miller,4800000,2003,IND
Jonathan Bender,3226745,2003,IND
Metta World Peace,1904860,2003,IND
Jeff Foster,1571335,2003,IND
Fred Jones,1367400,2003,IND
Primoz Brezec,805320,2003,IND
Jamaal Tinsley,805320,2003,IND
Erick Strickland,762435,2003,IND
Jamison Brewer,512435,2003,IND
Jermaine O\'Neal,13152000,2004,IND
Austin Croshere,7610000,2004,IND
Jonathan Bender,5800000,2004,IND
Al Harrington,5692500,2004,IND
Metta World Peace,5473684,2004,IND
Scot Pollard,5309563,2004,IND
Reggie Miller,5000000,2004,IND
Jeff Foster,4000000,2004,IND
Fred Jones,1506000,2004,IND
Kenny Anderson,1070000,2004,IND
Primoz Brezec,861600,2004,IND
Jamaal Tinsley,861600,2004,IND
Anthony Johnson,813679,2004,IND
Jamison Brewer,638679,2004,IND
James Jones,366931,2004,IND
Jermaine O\'Neal,14796000,2005,IND
Austin Croshere,8260000,2005,IND
Jonathan Bender,6525000,2005,IND
Metta World Peace,6157895,2005,IND
Scot Pollard,5792250,2005,IND
Reggie Miller,5500000,2005,IND
Stephen Jackson,5100000,2005,IND
Jeff Foster,4500000,2005,IND
Anthony Johnson,2200000,2005,IND
Fred Jones,1572480,2005,IND
Jamaal Tinsley,1554326,2005,IND
Michael Curry,845122,2005,IND
David Harrison,835560,2005,IND
Eddie Gill,720046,2005,IND
James Jones,620046,2005,IND
Marcus Haislip,576380,2005,IND
John Edwards,385277,2005,IND
Tremaine Fowlkes,79029,2005,IND
Britton Johnsen,45369,2005,IND
Jermaine O\'Neal,16440000,2006,IND
Austin Croshere,7900000,2006,IND
Jonathan Bender,7175000,2006,IND
Metta World Peace,6842105,2006,IND
Scot Pollard,6274937,2006,IND
Reggie Miller,6000000,2006,IND
Stephen Jackson,5610000,2006,IND
Jamaal Tinsley,5400000,2006,IND
Jeff Foster,5000000,2006,IND
Sarunas Jasikevicius,4000000,2006,IND
Anthony Johnson,2420000,2006,IND
Fred Jones,2328843,2006,IND
Danny Granger,1318920,2006,IND
David Harrison,898200,2006,IND
Eddie Gill,819551,2006,IND
Samaki Walker,364223,2006,IND
Jermaine O\'Neal,19728000,2008,IND
Troy Murphy,9206349,2008,IND
Mike Dunleavy,8219008,2008,IND
Marquis Daniels,6373900,2008,IND
Jamaal Tinsley,6300000,2008,IND
Jeff Foster,5500000,2008,IND
Ike Diogu,2286360,2008,IND
David Harrison,1734316,2008,IND
Danny Granger,1516800,2008,IND
Travis Diener,1500000,2008,IND
Shawne Williams,1470360,2008,IND
Kareem Rush,854957,2008,IND
Stephen Graham,770610,2008,IND
Andre Owens,687456,2008,IND
Courtney Sims,112130,2008,IND
Troy Murphy,10126984,2009,IND
Mike Dunleavy,9000000,2009,IND
Rasho Nesterovic,8400000,2009,IND
T.J. Ford,8000000,2009,IND
Marquis Daniels,6864200,2009,IND
Jamaal Tinsley,6750000,2009,IND
Jeff Foster,5500000,2009,IND
Danny Granger,2329805,2009,IND
Maceo Baston,2272860,2009,IND
Jarrett Jack,2002623,2009,IND
Eddie Jones,2000000,2009,IND
Brandon Rush,1799160,2009,IND
Travis Diener,1620000,2009,IND
Roy Hibbert,1465400,2009,IND
Stephen Graham,826269,2009,IND
Josh McRoberts,711517,2009,IND
Troy Murphy,11047619,2010,IND
Danny Granger,9930500,2010,IND
Mike Dunleavy,9780992,2010,IND
T.J. Ford,8500000,2010,IND
Jeff Foster,6077500,2010,IND
Jamaal Tinsley,5200000,2010,IND
Earl Watson,2800000,2010,IND
Dahntay Jones,2500000,2010,IND
Brandon Rush,1934160,2010,IND
Tyler Hansbrough,1859160,2010,IND
Travis Diener,1740000,2010,IND
Solomon Jones,1620000,2010,IND
Roy Hibbert,1575360,2010,IND
Luther Head,884881,2010,IND
Josh McRoberts,825497,2010,IND
A.J. Price,457588,2010,IND
Danny Granger,10973202,2011,IND
Mike Dunleavy,10561984,2011,IND
T.J. Ford,8500000,2011,IND
James Posey,7148800,2011,IND
Jeff Foster,6655000,2011,IND
Jamaal Tinsley,5500000,2011,IND
Dahntay Jones,2500000,2011,IND
Paul George,2238360,2011,IND
Brandon Rush,2069049,2011,IND
Tyler Hansbrough,1998600,2011,IND
Roy Hibbert,1685280,2011,IND
Solomon Jones,1500000,2011,IND
Darren Collison,1361040,2011,IND
Josh McRoberts,885120,2011,IND
A.J. Price,762195,2011,IND
Lance Stephenson,750000,2011,IND
Danny Granger,12015904,2012,IND
David West,10000000,2012,IND
James Posey,7595600,2012,IND
Jeff Foster,3000000,2012,IND
Dahntay Jones,2700000,2012,IND
Roy Hibbert,2588590,2012,IND
Paul George,2406240,2012,IND
Louis Amundson,2403000,2012,IND
Tyler Hansbrough,2138040,2012,IND
George Hill,2086360,2012,IND
Jeff Pendergraph,1500000,2012,IND
Darren Collison,1455960,2012,IND
A.J. Price,854389,2012,IND
Lance Stephenson,810000,2012,IND
Roy Hibbert,13686750,2013,IND
Danny Granger,13058606,2013,IND
David West,10000000,2013,IND
George Hill,8000000,2013,IND
Ian Mahinmi,4000000,2013,IND
D.J. Augustin,3500000,2013,IND
Gerald Green,3500000,2013,IND
Tyler Hansbrough,3055259,2013,IND
Paul George,2574120,2013,IND
Jeff Pendergraph,1500000,2013,IND
Miles Plumlee,1073280,2013,IND
Lance Stephenson,870000,2013,IND
Sam Young,723716,2013,IND
Orlando Johnson,550000,2013,IND
Ben Hansbrough,473604,2013,IND
Dominic McGuire,122625,2013,IND
Roy Hibbert,14283844,2014,IND
David West,12000000,2014,IND
George Hill,8000000,2014,IND
Luis Scola,4508504,2014,IND
Ian Mahinmi,4000000,2014,IND
Paul George,3282003,2014,IND
Chris Copeland,3000000,2014,IND
C.J. Watson,2016000,2014,IND
Solomon Hill,1246680,2014,IND
Lance Stephenson,1005000,2014,IND
Donald Sloan,884293,2014,IND
Orlando Johnson,788872,2014,IND
Paul George,15925680,2015,IND
Roy Hibbert,14898938,2015,IND
David West,12000000,2015,IND
George Hill,8000000,2015,IND
Luis Scola,4868499,2015,IND
C.J. Miles,4205000,2015,IND
Ian Mahinmi,4000000,2015,IND
Chris Copeland,3135000,2015,IND
C.J. Watson,2106720,2015,IND
Solomon Hill,1302840,2015,IND
Rodney Stuckey,1227985,2015,IND
Damjan Rudez,1100000,2015,IND
Donald Sloan,948163,2015,IND
Lavoy Allen,948163,2015,IND
Shayne Whittington,507336,2015,IND
Paul George,17120106,2016,IND
Monta Ellis,10300000,2016,IND
George Hill,8000000,2016,IND
Rodney Stuckey,6500000,2016,IND
Chase Budinger,5000000,2016,IND
C.J. Miles,4394225,2016,IND
Jordan Hill,4000000,2016,IND
Ian Mahinmi,4000000,2016,IND
Lavoy Allen,3700000,2016,IND
Myles Turner,2357760,2016,IND
Solomon Hill,1358880,2016,IND
Rakeem Christmas,1000000,2016,IND
Joseph Young,1000000,2016,IND
Shayne Whittington,845059,2016,IND
Glenn Robinson,845000,2016,IND
Toney Douglas,600000,2016,IND
Ty Lawson,265058,2016,IND
Paul George,18314532,2017,IND
Thaddeus Young,14153652,2017,IND
Monta Ellis,10770000,2017,IND
Al Jefferson,10230179,2017,IND
Jeff Teague,8800000,2017,IND
Rodney Stuckey,7000000,2017,IND
C.J. Miles,4583450,2017,IND
Lance Stephenson,4000000,2017,IND
Lavoy Allen,4000000,2017,IND
Aaron Brooks,2700000,2017,IND
Myles Turner,2463840,2017,IND
Kevin Seraphin,1800000,2017,IND
Jeremy Evans,1227286,2017,IND
Joe Young,1052342,2017,IND
Rakeem Christmas,1052342,2017,IND
Glenn Robinson,1050500,2017,IND
Georges Niang,650000,2017,IND
Julyan Stone,50000,2017,IND
Ben Bentil,50000,2017,IND
Alex Poythress,35381,2017,IND
Nick Zeisloft,25000,2017,IND
Victor Oladipo,21000000,2018,IND
Thaddeus Young,14796348,2018,IND
Bojan Bogdanovic,10500000,2018,IND
Darren Collison,10000000,2018,IND
Al Jefferson,9769821,2018,IND
Cory Joseph,7630000,2018,IND
Lance Stephenson,4180000,2018,IND
Myles Turner,2569920,2018,IND
Domantas Sabonis,2550000,2018,IND
Monta Ellis,2245400,2018,IND
Damien Wilkins,2116955,2018,IND
T.J. Leaf,2028360,2018,IND
Glenn Robinson,1524305,2018,IND
Joe Young,1471382,2018,IND
Ike Anigbogu,950000,2018,IND
Rakeem Christmas,172552,2018,IND
Georges Niang,100000,2018,IND
Michael Olowokandi,3456240,2000,LAC
Tyrone Nesby,2716667,2000,LAC
Lamar Odom,2445480,2000,LAC
Eric Piatkowski,2000000,2000,LAC
Eric Murdock,1925000,2000,LAC
James Robinson,1866667,2000,LAC
Keith Closs,1680000,2000,LAC
Derek Anderson,1439400,2000,LAC
Maurice Taylor,1367400,2000,LAC
Brian Skinner,843000,2000,LAC
Charles Smith,779960,2000,LAC
Anthony Avent,510000,2000,LAC
Pooh Richardson,500000,2000,LAC
Troy Hudson,460000,2000,LAC
Charles Jones,385000,2000,LAC
Marty Conlon,114529,2000,LAC
Michael Olowokandi,3697440,2001,LAC
Derek Strong,3510000,2001,LAC
Darius Miles,2841720,2001,LAC
Lamar Odom,2628960,2001,LAC
Eric Piatkowski,2200000,2001,LAC
Sean Rooks,2160000,2001,LAC
Cherokee Parks,2100000,2001,LAC
Keith Closs,1920000,2001,LAC
James Robinson,1870000,2001,LAC
Keyon Dooling,1538880,2001,LAC
Corey Maggette,1353960,2001,LAC
Quentin Richardson,1020960,2001,LAC
Brian Skinner,901800,2001,LAC
Etdrick Bohannon,523500,2001,LAC
Jeff McInnis,523500,2001,LAC
Earl Boykins,498500,2001,LAC
Zendon Hamilton,316969,2001,LAC
Michael Olowokandi,4662472,2002,LAC
Elton Brand,3882360,2002,LAC
Derek Strong,3861000,2002,LAC
Darius Miles,3054840,2002,LAC
Eric Piatkowski,3000000,2002,LAC
Lamar Odom,2812320,2002,LAC
Sean Rooks,2400000,2002,LAC
Vinny Del Negro,2275000,2002,LAC
Keyon Dooling,1654320,2002,LAC
Corey Maggette,1448400,2002,LAC
Will Perdue,1320000,2002,LAC
Quentin Richardson,1097520,2002,LAC
Earl Boykins,650000,2002,LAC
Harold Jamison,600000,2002,LAC
Jeff McInnis,590850,2002,LAC
Obinna Ekezie,540850,2002,LAC
Michael Olowokandi,6061213,2003,LAC
Elton Brand,4895656,2003,LAC
Derek Strong,4212000,2003,LAC
Lamar Odom,3557585,2003,LAC
Eric Piatkowski,3000000,2003,LAC
Sean Rooks,2640000,2003,LAC
Andre Miller,2460709,2003,LAC
Corey Maggette,2069764,2003,LAC
Bryant Stith,2000000,2003,LAC
Chris Wilcox,1922520,2003,LAC
Wang Zhizhi,1900000,2003,LAC
Keyon Dooling,1769760,2003,LAC
Marko Jaric,1750000,2003,LAC
Melvin Ely,1490120,2003,LAC
Quentin Richardson,1174080,2003,LAC
Cherokee Parks,824935,2003,LAC
Earl Boykins,715000,2003,LAC
Tremaine Fowlkes,512435,2003,LAC
Elton Brand,12056000,2005,LAC
Kerry Kittles,9566667,2005,LAC
Corey Maggette,7000000,2005,LAC
Shaun Livingston,3027840,2005,LAC
Chris Kaman,2574240,2005,LAC
Zeljko Rebraca,2500000,2005,LAC
Chris Wilcox,2210880,2005,LAC
Marko Jaric,2100000,2005,LAC
Rick Brunson,932546,2005,LAC
Mikki Moore,870046,2005,LAC
Bobby Simmons,825000,2005,LAC
Mamadou N\'Diaye,750000,2005,LAC
Quinton Ross,620046,2005,LAC
Lionel Chalmers,450000,2005,LAC
Elton Brand,13152000,2006,LAC
Cuttino Mobley,7200000,2006,LAC
Corey Maggette,7000000,2006,LAC
Sam Cassell,6875000,2006,LAC
Shaun Livingston,3254880,2006,LAC
Zeljko Rebraca,3000000,2006,LAC
Chris Wilcox,2812239,2006,LAC
Chris Kaman,2753760,2006,LAC
Yaroslav Korolev,1704480,2006,LAC
Walter McCarty,1035000,2006,LAC
Quinton Ross,700000,2006,LAC
James Singleton,625000,2006,LAC
Daniel Ewing,450000,2006,LAC
Boniface N\'Dong,398762,2006,LAC
Howard Eisley,291567,2006,LAC
Anthony Goldwire,74652,2006,LAC
Kaniel Dickens,31305,2006,LAC
Elton Brand,14248000,2007,LAC
Cuttino Mobley,8125000,2007,LAC
Corey Maggette,7000000,2007,LAC
Sam Cassell,6850000,2007,LAC
Tim Thomas,5215000,2007,LAC
Chris Kaman,3491768,2007,LAC
Shaun Livingston,3481920,2007,LAC
Zeljko Rebraca,3240000,2007,LAC
Yaroslav Korolev,1832280,2007,LAC
Aaron Williams,1750000,2007,LAC
Boniface N\'Dong,839209,2007,LAC
Quinton Ross,771331,2007,LAC
James Singleton,675000,2007,LAC
Daniel Ewing,664209,2007,LAC
Paul Davis,412718,2007,LAC
Jason Hart,242640,2007,LAC
Doug Christie,158071,2007,LAC
Alvin Williams,103992,2007,LAC
Luke Jackson,40501,2007,LAC
Von Wafer,24300,2007,LAC
Will Conroy,15099,2007,LAC
Elton Brand,15344000,2008,LAC
Chris Kaman,8600000,2008,LAC
Cuttino Mobley,8350000,2008,LAC
Corey Maggette,7000000,2008,LAC
Sam Cassell,6150000,2008,LAC
Tim Thomas,5632200,2008,LAC
Shaun Livingston,4404629,2008,LAC
Aaron Williams,1890000,2008,LAC
Al Thornton,1652280,2008,LAC
Brevin Knight,1600000,2008,LAC
Dan Dickau,926678,2008,LAC
Quinton Ross,826046,2008,LAC
Josh Powell,800000,2008,LAC
Paul Davis,687456,2008,LAC
Richie Frahm,623694,2008,LAC
Ruben Patterson,304897,2008,LAC
Guillermo Diaz,56065,2008,LAC
Zach Randolph,14666667,2009,LAC
Baron Davis,11250000,2009,LAC
Marcus Camby,10000000,2009,LAC
Chris Kaman,9500000,2009,LAC
Eric Gordon,2623200,2009,LAC
Jason Hart,2484000,2009,LAC
Ricky Davis,2300000,2009,LAC
Al Thornton,1776240,2009,LAC
Jason Williams,1262275,2009,LAC
Brian Skinner,1262275,2009,LAC
Mardy Collins,1034760,2009,LAC
Steve Novak,797581,2009,LAC
Cheikh Samb,797581,2009,LAC
Alex Acker,711517,2009,LAC
Fred Jones,622531,2009,LAC
DeAndre Jordan,550000,2009,LAC
Mike Taylor,500000,2009,LAC
Paul Davis,328416,2009,LAC
Hassan Adams,297163,2009,LAC
Baron Davis,12150000,2010,LAC
Chris Kaman,10400000,2010,LAC
Blake Griffin,4983480,2010,LAC
Steve Blake,4930000,2010,LAC
Drew Gooden,4500000,2010,LAC
Travis Outlaw,4000000,2010,LAC
Rasual Butler,3945000,2010,LAC
Mark Madsen,2840000,2010,LAC
Eric Gordon,2819880,2010,LAC
